25,"t","Watershed: Released July 25, 2019, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
25,"t","Table 1.  Summary by Hydrologic Unit Code: 2017 and 2012 (continued)"
25,"t","[For meaning of abbreviations and symbols, see introductory text.]"
25,"h","","","","","","","",""
25,"h","","","","","","","",""
25,"h","","","H040202","H040202","H040203","H040203","H040301","H040301"
25,"d","Manure used","farms",66,48,6,-,2277,2291
25,"d","","acres treated",1251,1667,7,-,289800,270163
25,"d","Organic fertilizer used (see text)","farms",15,"(NA)",-,"(NA)",169,"(NA)"
25,"d","","acres",188,"(NA)",-,"(NA)",12974,"(NA)"
25,"d","Acres treated to control -","",,,,,,
25,"d","  Insects","farms",9,27,-,2,970,1706
25,"d","","acres",973,521,-,"(D)",176863,260093
25,"d","  Weeds, grass, or brush","farms",21,47,-,4,3107,3866
25,"d","","acres",1722,2082,-,"(D)",754885,723998
25,"d","  Nematodes","farms",6,9,-,-,123,286
25,"d","","acres","(D)",26,-,-,14932,25253
25,"d","  Diseases in crops and orchards","farms",14,18,-,-,474,592
25,"d","","acres",745,619,-,-,57422,59103
25,"d","  Chemicals used to control growth, thin fruit, ripen,","",,,,,,
25,"d","   or defoliate","farms",2,3,-,2,101,135
25,"d","","acres on which used","(D)",90,-,"(D)",7948,7880
25,"d","SELECTED CROPS","",,,,,,
25,"d","","",,,,,,
25,"d","Corn, all","farms",1,3,1,1,2579,3110
25,"d","","acres","(D)",144,"(D)","(D)",427626,434795
25,"d","Soybeans, for beans","farms",-,-,-,-,1879,1780
25,"d","","acres",-,-,-,-,199435,144175
25,"d","Small grains (wheat, oats, barley, rye)","farms",12,31,-,1,1421,2020
25,"d","","acres",679,1388,-,"(D)",79488,104345
25,"d","Cotton, all","farms",-,-,-,-,-,-
25,"d","","acres",-,-,-,-,-,-
25,"d","Rice","farms",-,-,-,-,-,-
25,"d","","acres",-,-,-,-,-,-
25,"d","Land in vegetables (see text)","farms",36,30,2,-,446,531
25,"d","","acres",545,385,"(D)",-,19899,27608
25,"d","Land in orchards (see text)","farms",7,9,8,-,267,278
25,"d","","acres",13,18,16,-,3124,3780
25,"d","Nursery, greenhouse, floriculture, and sod (see text)","farms",24,21,2,2,168,162
25,"d","","acres",29,45,"(D)","(D)",1119,1367
25,"d","All other crops (other than those listed above)","farms",168,175,14,6,4623,4784
25,"d","","acres",13979,20780,331,455,390432,396514
25,"d","LIVESTOCK AND POULTRY","",,,,,,
25,"d","","",,,,,,
25,"d","Cattle and calves inventory","farms",75,93,1,1,2858,3217
25,"d","","number",3010,3510,"(D)","(D)",596216,582014
25,"d","Hogs and pigs inventory","farms",28,19,2,-,260,290
25,"d","","number",418,277,"(D)",-,8368,9279
25,"d","Sheep and lambs inventory (see text)","farms",25,22,-,-,303,246
25,"d","","number",426,1226,-,-,6152,5683
25,"d","Total horses and ponies inventory","farms",54,80,4,2,1164,1609
25,"d","","number",194,352,17,"(D)",6208,9465
25,"d","Goats, all inventory","farms",17,20,-,-,279,255
25,"d","","number",98,190,-,-,6039,5758
25,"d","Chickens, all inventory (see text)","farms",63,60,3,3,847,791
25,"d","","number",7916,2660,41,32,177317,104176
25,"c",""
25,"c","--continued"
